INIA La Estanzuela (LE)
Fecha,Heliofanía (Hrs.),Precip. Acumulada (mm),Heliofanía Relativa (%),Rad.Solar (xHelio)cal/cm²,Precip. Efectiva (mm),Llovió (S:1/N:0)
2021-11-22,8.2,0.0,58.5,545.6,0.0,0.0
2021-11-23,12.6,0.6,89.8,723.7,0.6,1.0
2021-11-24,12.5,0.0,89.0,720.5,0.0,0.0
2021-11-25,0.0,28.9,0.0,216.8,26.7,1.0
2021-11-26,12.1,0.0,85.9,705.9,0.0,0.0
2021-11-27,11.1,0.0,78.7,666.4,0.0,0.0
2021-11-28,0.0,68.3,0.0,218.1,45.6,1.0
2021-11-29,4.8,0.6,33.9,412.7,0.6,1.0
2021-11-30,12.6,0.3,89.0,729.1,0.3,1.0
2021-12-01,5.8,0.0,41.0,454.3,0.0,0.0
2021-12-02,12.3,0.0,86.7,718.2,0.0,0.0
2021-12-03,3.2,0.2,22.6,349.7,0.2,1.0
2021-12-04,7.3,0.0,51.4,516.5,0.0,0.0
2021-12-05,8.7,0.0,61.2,573.8,0.0,0.0
2021-12-06,10.9,0.0,76.6,663.4,0.0,0.0
2021-12-07,12.7,0.0,89.2,737.0,0.0,0.0
2021-12-08,12.2,0.0,85.7,717.4,0.0,0.0
2021-12-09,8.1,0.0,56.8,550.9,0.0,0.0
2021-12-10,6.8,0.0,47.7,498.3,0.0,0.0
2021-12-11,11.5,0.0,80.6,689.8,0.0,0.0
2021-12-12,7.3,0.0,51.2,519.2,0.0,0.0
2021-12-13,7.7,0.0,53.9,535.6,0.0,0.0
2021-12-14,12.3,22.4,86.1,723.4,21.3,1.0
2021-12-15,7.7,0.0,53.9,536.0,0.0,0.0
2021-12-16,10.9,0.0,76.3,666.6,0.0,0.0
2021-12-17,12.4,0.2,86.8,728.0,0.2,1.0
2021-12-18,12.7,0.0,88.8,740.1,0.0,0.0
2021-12-19,12.5,0.0,87.4,732.1,0.0,0.0
2021-12-20,11.4,0.0,79.7,687.3,0.0,0.0
2021-12-21,9.5,0.0,66.4,609.8,0.0,0.0
2021-12-22,12.7,0.0,88.9,740.6,0.0,0.0
2021-12-23,12.2,0.0,85.4,720.1,0.0,0.0
2021-12-24,10.7,0.8,74.9,658.8,0.8,1.0
2021-12-25,10.6,0.0,74.2,654.8,0.0,0.0
2021-12-26,12.6,0.0,88.2,736.1,0.0,0.0
2021-12-27,12.1,0.0,84.8,715.8,0.0,0.0
2021-12-28,11.2,0.0,78.5,678.7,0.0,0.0
2021-12-29,12.1,0.0,84.9,715.3,0.0,0.0
2021-12-30,10.0,0.0,70.2,629.5,0.0,0.0
2021-12-31,12.2,4.9,85.7,719.0,4.9,1.0
2022-01-01,0.0,8.3,0.0,221.7,8.3,1.0
2022-01-02,11.3,0.0,79.4,681.7,0.0,0.0
2022-01-03,11.2,0.0,78.7,677.4,0.0,0.0
2022-01-04,8.2,0.0,57.7,555.1,0.0,0.0
2022-01-05,11.5,0.0,81.0,689.1,0.0,0.0
2022-01-06,12.8,0.0,90.2,741.6,0.0,0.0
2022-01-07,12.0,0.0,84.6,708.4,0.0,0.0
2022-01-08,12.6,0.0,89.0,732.6,0.0,0.0
2022-01-09,12.7,0.0,89.8,736.0,0.0,0.0
2022-01-10,12.3,0.0,87.0,719.0,0.0,0.0
2022-01-11,12.1,0.0,85.7,710.4,0.0,0.0
2022-01-12,12.5,0.0,88.7,726.2,0.0,0.0
2022-01-13,12.9,0.0,91.6,741.5,0.0,0.0
2022-01-14,11.8,0.0,83.9,696.3,0.0,0.0
2022-01-15,8.0,39.9,56.9,541.6,33.3,1.0
2022-01-16,4.6,31.9,32.8,403.3,24.1,1.0
2022-01-17,3.9,0.8,27.8,374.4,0.8,1.0
2022-01-18,0.0,10.6,0.0,216.1,10.6,1.0
2022-01-19,9.0,0.2,64.4,579.3,0.2,1.0
2022-01-20,9.6,1.1,68.8,602.7,1.1,1.0
2022-01-21,6.8,30.5,48.8,488.8,24.7,1.0
2022-01-22,6.7,7.3,48.2,484.2,7.3,1.0
2022-01-23,2.2,0.0,15.9,302.1,0.0,0.0
2022-01-24,9.4,0.0,67.8,591.0,0.0,0.0
2022-01-25,3.5,7.0,25.3,353.0,7.0,1.0
2022-01-26,2.9,0.0,21.0,328.1,0.0,0.0
2022-01-27,10.0,0.0,72.6,612.2,0.0,0.0
2022-01-28,12.5,0.0,90.8,711.0,0.0,0.0
2022-01-29,10.9,0.0,79.4,645.9,0.0,0.0
2022-01-30,11.5,0.0,83.9,668.4,0.0,0.0
2022-01-31,11.3,0.0,82.6,659.2,0.0,0.0
2022-02-01,12.3,0.0,90.1,697.8,0.0,0.0
2022-02-02,11.8,0.0,86.6,676.6,0.0,0.0
2022-02-03,0.0,3.5,0.0,206.2,3.5,1.0
2022-02-04,9.3,8.8,68.5,574.2,8.8,1.0
2022-02-05,3.7,7.2,27.3,351.2,7.2,1.0
2022-02-06,8.7,0.0,64.4,547.8,0.0,0.0
2022-02-07,10.3,0.0,76.4,609.5,0.0,0.0
2022-02-08,9.4,0.0,69.9,572.5,0.0,0.0
2022-02-09,10.5,0.0,78.2,614.2,0.0,0.0
2022-02-10,10.9,0.0,81.4,628.2,0.0,0.0
2022-02-11,9.9,1.7,74.1,587.3,1.7,1.0
2022-02-12,2.2,0.5,16.5,284.8,0.5,1.0
2022-02-13,12.2,0.0,91.8,673.8,0.0,0.0
2022-02-14,12.0,0.0,90.5,664.0,0.0,0.0
2022-02-15,11.8,0.0,89.2,654.1,0.0,0.0
2022-02-16,11.6,0.0,87.9,644.3,0.0,0.0
2022-02-17,3.0,0.0,22.8,310.1,0.0,0.0
2022-02-18,9.5,0.0,72.4,559.3,0.0,0.0
2022-02-19,10.8,0.0,82.4,607.3,0.0,0.0
2022-02-20,1.5,17.4,11.5,248.7,17.0,1.0
2022-02-21,10.8,0.0,82.9,603.1,0.0,0.0
2022-02-22,8.7,0.0,66.9,520.8,0.0,0.0
2022-02-23,10.8,0.0,83.3,598.8,0.0,0.0
2022-02-24,0.2,15.2,1.5,194.7,15.1,1.0
2022-02-25,11.8,0.0,91.5,632.0,0.0,0.0
2022-02-26,3.0,41.6,23.3,298.0,34.4,1.0
2022-02-27,0.0,5.0,0.0,183.9,5.0,1.0
2022-02-28,9.7,0.0,75.8,545.8,0.0,0.0
2022-03-01,11.6,0.0,91.0,614.5,0.0,0.0
2022-03-02,11.2,0.0,88.1,596.8,0.0,0.0
2022-03-03,10.8,0.0,85.2,579.6,0.0,0.0
2022-03-04,3.1,0.0,24.5,292.7,0.0,0.0
2022-03-05,0.6,0.5,4.8,199.2,0.5,1.0
2022-03-06,8.9,13.5,70.8,502.2,13.5,1.0
2022-03-07,5.8,0.0,46.3,386.4,0.0,0.0
2022-03-08,11.5,2.9,92.0,591.8,2.9,1.0
2022-03-09,0.0,11.1,0.0,172.4,11.1,1.0
2022-03-10,7.5,0.0,60.3,441.7,0.0,0.0
2022-03-11,10.9,0.0,88.0,561.6,0.0,0.0
2022-03-12,9.6,0.0,77.7,512.0,0.0,0.0
2022-03-13,11.6,0.0,94.2,580.7,0.0,0.0
2022-03-14,10.8,0.0,87.9,549.4,0.0,0.0
2022-03-15,10.8,0.0,88.2,546.2,0.0,0.0
2022-03-16,11.0,0.0,90.1,550.4,0.0,0.0
2022-03-17,7.1,7.0,58.3,411.0,7.0,1.0
2022-03-18,0.1,12.0,0.8,164.8,12.0,1.0
2022-03-19,11.3,0.0,93.4,551.6,0.0,0.0
2022-03-20,8.3,0.0,68.8,445.1,0.0,0.0
2022-03-21,5.4,5.2,44.9,342.8,5.2,1.0
2022-03-22,3.7,0.0,30.9,282.6,0.0,0.0
2022-03-23,6.4,1.5,53.6,372.4,1.5,1.0
2022-03-24,7.9,3.2,66.3,420.6,3.2,1.0
2022-03-25,1.4,4.3,11.8,199.5,4.3,1.0
2022-03-26,3.0,0.0,25.3,251.5,0.0,0.0
2022-03-27,11.1,0.0,94.0,518.9,0.0,0.0
2022-03-28,10.9,0.0,92.6,509.1,0.0,0.0
2022-03-29,6.6,23.5,56.3,364.4,22.2,1.0
2022-03-30,10.4,0.0,88.9,486.1,0.0,0.0
2022-03-31,11.0,0.0,94.3,502.5,0.0,0.0
2022-04-01,10.7,0.0,92.1,489.5,0.0,0.0
2022-04-02,10.5,0.0,90.6,479.7,0.0,0.0
2022-04-03,8.7,1.7,75.3,419.0,1.7,1.0
2022-04-04,10.9,0.0,94.6,485.8,0.0,0.0
2022-04-05,10.5,0.0,91.5,469.9,0.0,0.0
2022-04-06,7.6,0.0,66.4,375.7,0.0,0.0
2022-04-07,6.0,0.0,52.6,323.0,0.0,0.0
2022-04-08,7.2,0.0,63.3,357.9,0.0,0.0
2022-04-09,9.1,0.0,80.2,413.7,0.0,0.0
2022-04-10,8.6,19.5,76.1,395.5,18.8,1.0
2022-04-11,5.9,0.4,52.4,310.5,0.4,1.0
2022-04-12,10.1,0.0,89.9,435.0,0.0,0.0
2022-04-13,10.4,0.0,92.9,441.0,0.0,0.0
2022-04-14,10.5,0.0,94.1,440.6,0.0,0.0
2022-04-15,10.2,0.0,91.7,428.6,0.0,0.0
2022-04-16,6.2,0.0,55.9,307.5,0.0,0.0
2022-04-17,4.0,0.0,36.2,240.6,0.0,0.0
2022-04-18,7.1,0.0,64.4,328.9,0.0,0.0
2022-04-19,8.5,0.0,77.3,366.8,0.0,0.0
2022-04-20,8.4,0.0,76.7,361.2,0.0,0.0
2022-04-21,10.1,4.3,92.5,406.9,4.3,1.0
2022-04-22,0.0,5.7,0.0,117.7,5.7,1.0
2022-04-23,10.0,0.3,92.2,398.1,0.3,1.0
2022-04-24,9.7,42.7,89.6,386.7,35.1,1.0
2022-04-25,0.7,1.0,6.5,133.8,1.0,1.0
2022-04-26,6.1,10.0,56.7,281.6,10.0,1.0
2022-04-27,10.0,0.0,93.3,386.3,0.0,0.0
2022-04-28,10.1,0.0,94.5,386.1,0.0,0.0
2022-04-29,10.1,0.0,94.7,383.2,0.0,0.0
2022-04-30,4.3,0.0,40.5,224.5,0.0,0.0
2022-05-01,9.4,0.0,88.7,358.8,0.0,0.0
2022-05-02,2.7,0.0,25.5,178.5,0.0,0.0
2022-05-03,5.7,0.0,54.1,256.0,0.0,0.0
2022-05-04,9.4,0.0,89.4,350.9,0.0,0.0
2022-05-05,9.0,0.0,85.9,337.9,0.0,0.0
2022-05-06,8.9,0.0,85.2,332.9,0.0,0.0
2022-05-07,7.6,0.0,72.9,297.2,0.0,0.0
2022-05-08,9.6,0.0,92.4,346.0,0.0,0.0
2022-05-09,7.6,0.0,73.4,292.9,0.0,0.0
2022-05-10,3.2,0.0,31.0,180.0,0.0,0.0
2022-05-11,4.8,0.0,46.6,218.6,0.0,0.0
2022-05-12,9.1,0.0,88.5,324.1,0.0,0.0
2022-05-13,7.8,0.0,76.1,289.8,0.0,0.0
2022-05-14,7.3,0.0,71.4,275.4,0.0,0.0
2022-05-15,9.1,0.0,89.2,317.7,0.0,0.0
2022-05-16,1.6,0.0,15.7,133.3,0.0,0.0
2022-05-17,0.0,3.7,0.0,93.7,3.7,1.0
2022-05-18,8.2,0.0,80.9,289.9,0.0,0.0
2022-05-19,8.8,0.0,87.0,302.4,0.0,0.0
2022-05-20,9.0,0.0,89.3,305.4,0.0,0.0
2022-05-21,7.0,0.0,69.6,256.3,0.0,0.0
2022-05-22,8.1,0.0,80.7,280.6,0.0,0.0
2022-05-23,7.5,0.0,74.9,265.0,0.0,0.0
2022-05-24,6.6,9.4,66.0,242.5,9.4,1.0
2022-05-25,0.0,8.9,0.0,88.3,8.9,1.0
2022-05-26,7.8,0.0,78.3,267.5,0.0,0.0
2022-05-27,6.6,0.0,66.4,238.6,0.0,0.0
2022-05-28,0.0,0.0,0.0,86.6,0.0,0.0
2022-05-29,9.4,0.0,94.9,299.8,0.0,0.0
2022-05-30,9.2,0.0,93.0,294.0,0.0,0.0
2022-05-31,7.6,0.0,77.0,256.6,0.0,0.0
2022-06-01,4.1,0.0,41.6,176.8,0.0,0.0
2022-06-02,9.0,0.0,91.5,285.8,0.0,0.0
2022-06-03,8.8,0.0,89.5,280.2,0.0,0.0
2022-06-04,7.9,0.0,80.4,259.0,0.0,0.0
2022-06-05,3.1,0.0,31.6,151.8,0.0,0.0
2022-06-06,5.5,0.3,56.2,204.2,0.3,1.0
2022-06-07,2.1,0.0,21.5,128.6,0.0,0.0
2022-06-08,0.5,0.0,5.1,93.0,0.0,0.0
2022-06-09,3.1,0.0,31.8,149.7,0.0,0.0
2022-06-10,9.4,0.0,96.4,287.2,0.0,0.0
2022-06-11,9.0,0.0,92.4,277.8,0.0,0.0
2022-06-12,8.8,0.0,90.3,272.7,0.0,0.0
2022-06-13,9.0,0.0,92.5,276.5,0.0,0.0
2022-06-14,7.7,0.0,79.2,247.9,0.0,0.0
2022-06-15,7.3,0.0,75.1,238.8,0.0,0.0
2022-06-16,6.4,0.0,65.9,219.0,0.0,0.0
2022-06-17,8.6,0.0,88.6,266.4,0.0,0.0
2022-06-18,9.1,0.0,93.7,276.9,0.0,0.0
2022-06-19,7.6,0.0,78.3,244.3,0.0,0.0
2022-06-20,5.2,0.0,53.6,192.4,0.0,0.0
2022-06-21,3.5,0.0,36.1,155.6,0.0,0.0
2022-06-22,4.7,0.0,48.5,181.6,0.0,0.0
2022-06-23,0.6,1.4,6.2,93.0,1.4,1.0
2022-06-24,2.4,1.4,24.7,131.9,1.4,1.0
2022-06-25,7.5,0.0,77.2,242.3,0.0,0.0
2022-06-26,1.5,0.0,15.4,112.7,0.0,0.0
2022-06-27,0.0,0.0,0.0,80.4,0.0,0.0
2022-06-28,1.6,0.0,16.5,115.2,0.0,0.0
2022-06-29,8.7,0.0,89.4,269.6,0.0,0.0
2022-06-30,8.7,0.0,89.3,270.0,0.0,0.0
2022-07-01,1.9,13.8,19.5,122.8,13.8,1.0
2022-07-02,0.0,3.9,0.0,81.5,3.9,1.0
2022-07-03,8.9,0.0,91.1,276.9,0.0,0.0
2022-07-04,0.6,0.5,6.1,95.3,0.5,1.0
2022-07-05,4.0,0.0,40.9,170.6,0.0,0.0
2022-07-06,0.0,1.7,0.0,82.7,1.7,1.0
2022-07-07,9.4,0.0,95.7,291.4,0.0,0.0
2022-07-08,5.8,4.9,59.0,212.4,4.9,1.0
2022-07-09,3.3,0.0,33.5,157.5,0.0,0.0
2022-07-10,6.3,2.0,63.9,225.3,2.0,1.0
2022-07-11,0.0,0.5,0.0,84.7,0.5,1.0
2022-07-12,9.2,0.0,93.0,292.7,0.0,0.0
2022-07-13,9.2,0.0,92.8,293.9,0.0,0.0
2022-07-14,2.6,0.0,26.2,145.3,0.0,0.0
2022-07-15,0.0,0.6,0.0,86.7,0.6,1.0
2022-07-16,0.0,0.0,0.0,87.2,0.0,0.0
2022-07-17,9.1,0.0,91.2,297.4,0.0,0.0
2022-07-18,9.0,0.0,90.0,296.7,0.0,0.0
2022-07-19,9.4,0.0,93.8,307.6,0.0,0.0
2022-07-20,6.9,0.0,68.7,250.9,0.0,0.0
2022-07-21,5.6,0.0,55.7,221.8,0.0,0.0
2022-07-22,8.4,0.0,83.3,289.3,0.0,0.0
2022-07-23,3.1,0.0,30.7,165.2,0.0,0.0
2022-07-24,0.2,38.6,2.0,97.1,32.4,1.0
2022-07-25,0.0,3.9,0.0,93.0,3.9,1.0
2022-07-26,5.3,0.0,52.1,221.6,0.0,0.0
2022-07-27,0.7,16.7,6.9,111.5,16.3,1.0
2022-07-28,7.2,0.0,70.4,271.0,0.0,0.0
2022-07-29,9.4,0.0,91.7,326.9,0.0,0.0
2022-07-30,9.3,0.0,90.5,326.5,0.0,0.0
2022-07-31,6.8,0.0,66.0,266.6,0.0,0.0
2022-08-01,9.8,0.0,94.9,343.6,0.0,0.0
2022-08-02,7.0,0.0,67.6,275.5,0.0,0.0
2022-08-03,0.0,0.0,0.0,100.3,0.0,0.0
2022-08-04,0.0,0.0,0.0,101.2,0.0,0.0
2022-08-05,10.0,0.0,95.7,358.2,0.0,0.0
2022-08-06,8.9,0.0,84.9,332.4,0.0,0.0
2022-08-07,8.8,0.0,83.7,332.2,0.0,0.0
2022-08-08,6.1,0.0,57.9,264.2,0.0,0.0
2022-08-09,6.9,0.0,65.3,287.2,0.0,0.0
2022-08-10,9.2,0.0,86.8,350.2,0.0,0.0
2022-08-11,10.2,0.0,96.0,379.4,0.0,0.0
2022-08-12,7.6,0.0,71.3,312.6,0.0,0.0
2022-08-13,9.5,0.0,88.9,366.2,0.0,0.0
2022-08-14,9.2,0.8,85.8,360.8,0.8,1.0
2022-08-15,5.2,0.0,48.4,254.3,0.0,0.0
2022-08-16,8.2,0.0,76.0,338.6,0.0,0.0
2022-08-17,0.6,0.0,5.5,130.9,0.0,0.0
2022-08-18,9.5,0.0,87.6,380.1,0.0,0.0
2022-08-19,9.7,0.0,89.1,388.4,0.0,0.0
2022-08-20,7.1,0.0,65.0,318.0,0.0,0.0
2022-08-21,7.7,0.0,70.3,337.6,0.0,0.0
2022-08-22,7.8,0.0,71.0,342.9,0.0,0.0
2022-08-23,10.1,0.0,91.7,411.8,0.0,0.0
2022-08-24,8.7,0.0,78.7,374.1,0.0,0.0
2022-08-25,5.5,0.1,49.6,283.8,0.1,1.0
2022-08-26,8.7,78.0,78.2,379.9,49.7,1.0
2022-08-27,4.1,0.3,36.7,246.8,0.3,1.0
2022-08-28,10.5,0.0,93.8,439.1,0.0,0.0
2022-08-29,10.7,0.0,95.3,448.1,0.0,0.0
2022-08-30,10.1,0.0,89.6,433.2,0.0,0.0
2022-08-31,7.4,0.0,65.5,354.7,0.0,0.0
2022-09-01,0.0,0.0,0.0,131.9,0.0,0.0
2022-09-02,10.1,0.0,88.8,442.7,0.0,0.0
2022-09-03,10.7,0.0,93.8,464.2,0.0,0.0
2022-09-04,10.7,0.0,93.5,467.6,0.0,0.0
2022-09-05,10.8,0.0,94.1,473.9,0.0,0.0
2022-09-06,10.6,0.0,92.0,470.8,0.0,0.0
2022-09-07,10.5,0.0,90.9,471.0,0.0,0.0
2022-09-08,9.2,5.2,79.4,432.8,5.2,1.0
2022-09-09,5.1,0.0,43.9,304.8,0.0,0.0
2022-09-10,10.8,0.0,92.6,490.2,0.0,0.0
2022-09-11,8.0,0.0,68.4,402.8,0.0,0.0
2022-09-12,10.7,0.0,91.2,493.5,0.0,0.0
2022-09-13,8.7,0.0,73.9,431.2,0.0,0.0
2022-09-14,10.4,0.0,88.1,489.8,0.0,0.0
2022-09-15,10.7,0.0,90.4,503.0,0.0,0.0
2022-09-16,9.8,0.0,82.5,476.1,0.0,0.0
2022-09-17,8.6,0.0,72.1,439.0,0.0,0.0
2022-09-18,4.8,0.0,40.2,314.3,0.0,0.0
2022-09-19,7.4,0.0,61.7,404.1,0.0,0.0
2022-09-20,6.2,1.1,51.5,365.8,1.1,1.0
2022-09-21,9.7,0.9,80.4,487.5,0.9,1.0
2022-09-22,7.6,0.0,62.8,418.4,0.0,0.0
2022-09-23,9.9,0.0,81.5,500.0,0.0,0.0
2022-09-24,10.4,0.0,85.5,520.3,0.0,0.0
2022-09-25,6.4,0.0,52.4,384.2,0.0,0.0
2022-09-26,8.3,0.0,67.8,452.7,0.0,0.0
2022-09-27,10.2,0.0,83.1,522.0,0.0,0.0
2022-09-28,11.2,0.0,90.9,559.9,0.0,0.0
2022-09-29,7.9,0.0,63.9,446.1,0.0,0.0
2022-09-30,8.7,0.0,70.2,477.0,0.0,0.0
2022-10-01,10.4,0.0,83.7,540.0,0.0,0.0
2022-10-02,10.4,0.0,83.4,542.7,0.0,0.0
2022-10-03,9.9,0.0,79.2,527.6,0.0,0.0
2022-10-04,11.1,0.0,88.5,573.3,0.0,0.0
2022-10-05,10.8,0.0,85.9,565.4,0.0,0.0
2022-10-06,1.2,0.0,9.5,218.8,0.0,0.0
2022-10-07,11.1,0.0,87.7,581.4,0.0,0.0
2022-10-08,2.5,0.8,19.7,269.0,0.8,1.0
2022-10-09,11.4,0.0,89.6,597.6,0.0,0.0
2022-10-10,11.3,0.0,88.6,596.7,0.0,0.0
2022-10-11,10.8,0.0,84.4,580.6,0.0,0.0
2022-10-12,10.8,0.0,84.2,583.2,0.0,0.0
2022-10-13,8.1,0.0,63.0,484.8,0.0,0.0
2022-10-14,11.3,0.0,87.7,606.7,0.0,0.0
2022-10-15,0.4,5.8,3.1,200.1,5.8,1.0
2022-10-16,9.5,0.0,73.3,543.6,0.0,0.0
2022-10-17,9.4,0.0,72.3,541.8,0.0,0.0
2022-10-18,4.2,0.0,32.2,347.2,0.0,0.0
2022-10-19,2.4,0.0,18.4,280.4,0.0,0.0
2022-10-20,3.2,0.0,24.4,312.0,0.0,0.0
2022-10-21,7.8,6.7,59.4,488.9,6.7,1.0
2022-10-22,0.0,2.6,0.0,192.3,2.6,1.0
2022-10-23,9.8,0.0,74.2,569.0,0.0,0.0
2022-10-24,11.0,0.0,83.1,617.1,0.0,0.0
2022-10-25,10.3,3.2,77.7,592.2,3.2,1.0
2022-10-26,4.1,0.5,30.9,354.5,0.5,1.0
2022-10-27,11.6,0.0,87.0,646.0,0.0,0.0
2022-10-28,10.8,0.0,80.8,616.9,0.0,0.0
2022-10-29,7.8,0.0,58.3,502.0,0.0,0.0
2022-10-30,0.0,0.0,0.0,199.7,0.0,0.0
2022-10-31,9.8,0.0,72.9,583.1,0.0,0.0
2022-11-01,12.0,0.0,89.0,670.8,0.0,0.0
2022-11-02,12.4,0.0,91.8,688.2,0.0,0.0
2022-11-03,12.1,0.6,89.4,678.1,0.6,1.0
2022-11-04,12.2,0.0,89.9,683.6,0.0,0.0
2022-11-05,11.4,0.0,83.8,653.7,0.0,0.0
2022-11-06,12.2,0.0,89.6,687.0,0.0,0.0
2022-11-07,12.2,0.0,89.4,688.5,0.0,0.0
2022-11-08,12.1,0.0,88.5,685.9,0.0,0.0
2022-11-09,11.6,0.0,84.6,667.4,0.0,0.0
2022-11-10,9.8,0.0,71.4,597.5,0.0,0.0
2022-11-11,10.6,0.0,77.0,630.4,0.0,0.0
2022-11-12,5.9,0.0,42.8,444.6,0.0,0.0
2022-11-13,2.9,55.0,21.0,325.9,42.8,1.0
2022-11-14,0.3,1.0,2.2,222.9,1.0,1.0
2022-11-15,12.2,0.0,88.0,699.1,0.0,0.0
2022-11-16,12.0,0.0,86.5,692.4,0.0,0.0
2022-11-17,8.3,0.0,59.7,545.3,0.0,0.0
2022-11-18,8.6,0.0,61.7,558.1,0.0,0.0
2022-11-19,6.7,0.0,48.0,482.8,0.0,0.0
2022-11-20,6.9,18.5,49.4,491.7,18.0,1.0
2022-11-21,0.0,3.4,0.0,214.9,3.4,1.0
2022-11-22,11.3,0.0,80.7,670.4,0.0,0.0
2022-11-23,12.2,0.0,87.0,707.5,0.0,0.0
2022-11-24,11.8,0.0,84.0,692.2,0.0,0.0
2022-11-25,11.5,0.0,81.7,680.9,0.0,0.0
2022-11-26,11.5,0.0,81.6,681.6,0.0,0.0
2022-11-27,11.8,0.0,83.7,694.7,0.0,0.0
2022-11-28,11.9,0.0,84.3,699.4,0.0,0.0
2022-11-29,10.9,0.0,77.1,659.5,0.0,0.0
2022-11-30,4.6,1.9,32.5,405.1,1.9,1.0
2022-12-01,0.5,0.4,3.5,239.4,0.4,1.0
2022-12-02,12.4,0.0,87.4,722.2,0.0,0.0
2022-12-03,10.8,0.0,76.1,658.0,0.0,0.0
2022-12-04,12.5,0.0,88.0,727.6,0.0,0.0
2022-12-05,12.4,0.0,87.3,724.1,0.0,0.0
2022-12-06,12.6,0.0,88.5,732.4,0.0,0.0
2022-12-07,9.4,0.8,66.0,602.9,0.8,1.0
2022-12-08,9.1,0.0,63.9,591.3,0.0,0.0
2022-12-09,11.9,0.0,83.5,705.5,0.0,0.0
2022-12-10,11.7,0.0,82.0,697.7,0.0,0.0
2022-12-11,11.7,0.0,82.0,697.9,0.0,0.0
2022-12-12,8.4,0.0,58.9,564.0,0.0,0.0
2022-12-13,11.2,0.0,78.4,678.2,0.0,0.0
2022-12-14,12.6,5.5,88.2,735.6,5.5,1.0
2022-12-15,8.2,0.0,57.4,556.4,0.0,0.0
2022-12-16,11.5,0.0,80.5,691.1,0.0,0.0
2022-12-17,12.8,0.0,89.6,744.3,0.0,0.0
2022-12-18,11.5,0.0,80.4,691.2,0.0,0.0
2022-12-19,10.7,0.0,74.8,658.7,0.0,0.0
2022-12-20,12.1,0.0,84.6,715.8,0.0,0.0
2022-12-21,12.1,0.0,84.6,715.8,0.0,0.0
2022-12-22,10.8,4.8,75.6,663.1,4.8,1.0
2022-12-23,4.1,36.1,28.7,389.8,30.7,1.0
2022-12-24,0.5,0.1,3.5,242.9,0.1,1.0
2022-12-25,11.9,0.0,83.3,707.9,0.0,0.0
2022-12-26,12.4,0.0,86.8,728.0,0.0,0.0
2022-12-27,10.5,0.0,73.6,650.5,0.0,0.0
2022-12-28,10.8,0.0,75.7,662.4,0.0,0.0
2022-12-29,12.3,0.0,86.3,723.4,0.0,0.0
2022-12-30,12.2,0.0,85.6,719.2,0.0,0.0
2022-12-31,12.1,0.0,85.0,714.9,0.0,0.0
2023-01-01,2.4,1.5,16.9,319.5,1.5,1.0
2023-01-02,11.0,0.0,77.2,669.5,0.0,0.0
2023-01-03,10.5,0.0,73.8,648.9,0.0,0.0
2023-01-04,12.9,0.0,90.8,746.6,0.0,0.0
2023-01-05,12.7,0.0,89.4,738.0,0.0,0.0
2023-01-06,12.6,0.0,88.8,733.4,0.0,0.0
2023-01-07,12.7,0.0,89.6,736.9,0.0,0.0
2023-01-08,12.5,0.0,88.3,728.5,0.0,0.0
2023-01-09,12.1,0.0,85.5,711.6,0.0,0.0
2023-01-10,12.5,0.0,88.4,727.1,0.0,0.0
2023-01-11,3.7,26.5,26.2,369.3,24.7,1.0
2023-01-12,8.7,0.0,61.7,571.9,0.0,0.0
2023-01-13,12.5,0.0,88.7,725.3,0.0,0.0
2023-01-14,13.0,0.0,92.4,744.9,0.0,0.0
2023-01-15,12.7,0.0,90.4,732.1,0.0,0.0
2023-01-16,12.1,0.0,86.2,707.1,0.0,0.0
2023-01-17,12.2,0.0,87.1,710.3,0.0,0.0
2023-01-18,9.9,1.0,70.8,616.5,1.0,1.0
2023-01-19,11.8,0.0,84.5,692.5,0.0,0.0
2023-01-20,7.1,7.1,50.9,501.7,7.1,1.0
2023-01-21,6.8,4.2,48.8,488.8,4.2,1.0
2023-01-22,11.6,0.7,83.5,681.8,0.7,1.0
2023-01-23,12.6,0.0,90.8,720.9,0.0,0.0
2023-01-24,10.5,0.0,75.8,635.2,0.0,0.0
2023-01-25,10.5,0.3,75.9,634.4,0.3,1.0
2023-01-26,6.9,0.0,50.0,488.7,0.0,0.0
2023-01-27,0.0,14.6,0.0,211.1,14.6,1.0
2023-01-28,11.0,0.2,79.9,651.0,0.2,1.0
2023-01-29,12.5,0.0,91.0,709.9,0.0,0.0
2023-01-30,11.4,0.0,83.2,664.4,0.0,0.0
2023-01-31,12.1,0.0,88.5,691.1,0.0,0.0
2023-02-01,12.0,0.0,87.9,685.9,0.0,0.0
2023-02-02,3.1,0.0,22.8,330.3,0.0,0.0
2023-02-03,9.8,0.4,72.1,595.4,0.4,1.0
2023-02-04,12.1,0.0,89.2,685.3,0.0,0.0
2023-02-05,12.5,0.0,92.3,699.6,0.0,0.0
2023-02-06,9.8,0.0,72.5,591.3,0.0,0.0
2023-02-07,10.9,0.0,80.9,633.2,0.0,0.0
2023-02-08,9.3,0.0,69.1,568.6,0.0,0.0
2023-02-09,11.9,0.0,88.7,669.2,0.0,0.0
2023-02-10,10.2,0.0,76.2,600.7,0.0,0.0
2023-02-11,10.9,0.0,81.6,626.4,0.0,0.0
2023-02-12,10.5,0.0,78.8,609.3,0.0,0.0
